Absolute_Downloads,Change_Downloads,Change Ratio_Downloads,Absolute_Revenue,Change_Revenue,Change_Ratio_Revenue,Category,In_App_Purchases,Contains_Ads,Changed_Free_to_Paid,Free
30474489,260042,0.008606545,597794.09,-106797.17,-0.151573226,Arcade,TRUE,FALSE,FALSE,TRUE
30255844,4598479,0.179226472,1701829.58,413856.49,0.321323864,Productivity,TRUE,FALSE,FALSE,TRUE
30208384,24280107,4.095643135,60132169.53,54403844.01,9.497338065,Simulation,TRUE,TRUE,FALSE,TRUE
30042900,-3863465,-0.113945125,66481204.09,-2376888.74,-0.034518655,Simulation,TRUE,TRUE,FALSE,TRUE
29946356,26758594,8.394163052,40759.04,39593.93,33.98299731,Racing,TRUE,TRUE,FALSE,TRUE
29837203,9744520,0.484978537,59827.95,-9503.49,-0.13707331,Photography,FALSE,FALSE,FALSE,TRUE
29824562,5098758,0.20621202,0,0,0,Tools,FALSE,FALSE,FALSE,TRUE
29438610,9040349,0.443192143,0,0,0,Finance,FALSE,FALSE,FALSE,TRUE
29393721,3089344,0.117446005,17288502.22,3904606.4,0.291739151,Entertainment,TRUE,TRUE,FALSE,TRUE
29284872,2934430,0.111361699,685133.8,454623.22,1.972244484,Productivity,TRUE,FALSE,FALSE,TRUE
29279457,-1754620,-0.056538495,73743.73,72614.26,64.29056106,Books & Reference,TRUE,TRUE,FALSE,TRUE
29256028,-9754693,-0.250051595,0,0,0,Photography,FALSE,FALSE,FALSE,TRUE
29229188,29229188,0,273751.83,273751.83,0,Action,TRUE,TRUE,,TRUE
29224095,29224095,0,360934.32,360934.32,0,Puzzle,TRUE,TRUE,,TRUE
29047727,4681278,0.192119828,26395007.31,7928762.28,0.429365162,Music & Audio,TRUE,TRUE,FALSE,TRUE
28936747,8790366,0.436324817,3495654.17,231139.9,0.070803765,Card,TRUE,TRUE,FALSE,TRUE
28727958,-255137,-0.008802959,64890981.39,33166222.4,1.045436544,Racing,TRUE,TRUE,FALSE,TRUE
28655068,28655068,0,97328515.85,97328515.85,0,Strategy,TRUE,FALSE,,TRUE
28635264,18130328,1.725886574,60021.58,47954.76,3.974100882,Racing,TRUE,TRUE,FALSE,TRUE
28617863,-33230138,-0.537287179,389580895.2,-128670484,-0.248278131,Strategy,TRUE,FALSE,FALSE,TRUE
28607803,13981192,0.955873647,47564793.72,34319406.6,2.591045946,Social,TRUE,TRUE,FALSE,TRUE
28531532,-2535632,-0.081617749,32109343.77,-2475138.37,-0.071567889,Simulation,TRUE,TRUE,FALSE,TRUE
28412993,-10165803,-0.263507524,0,0,0,Music & Audio,FALSE,TRUE,FALSE,TRUE
28359469,9125009,0.474409419,0,0,0,Travel & Local,FALSE,FALSE,FALSE,TRUE
28285872,26827750,18.39883768,9520040.2,8336799.11,7.045731576,Board,TRUE,TRUE,FALSE,TRUE
28253633,22220562,3.683126222,0,0,0,Finance,FALSE,FALSE,FALSE,TRUE
27890176,4123186,0.173483727,0,0,0,Books & Reference,FALSE,TRUE,FALSE,TRUE
27887060,-6852058,-0.197243292,5473460.72,1524254.33,0.385964718,Action,TRUE,TRUE,FALSE,TRUE
27821999,13167624,0.898545588,11515327.06,8830336.87,3.288778076,Music,FALSE,,,TRUE
27814418,8896292,0.470252286,0,0,0,Shopping,FALSE,FALSE,FALSE,TRUE
27744227,22429598,4.220350659,0,0,0,Video Players & Editors,FALSE,TRUE,FALSE,TRUE
27711053,-8379894,-0.232188255,0,0,0,Casual,FALSE,TRUE,FALSE,TRUE
27698060,27029971,40.458638,0,0,0,Video Players & Editors,FALSE,TRUE,FALSE,TRUE
27583034,3686379,0.15426339,238792.67,124503.21,1.089367383,Puzzle,TRUE,TRUE,FALSE,TRUE
27493220,18441873,2.037472765,1301.48,1301.48,0,Music & Audio,TRUE,TRUE,FALSE,TRUE
27294733,24581451,9.059674225,20400946.27,19072751.63,14.35990709,Books & Reference,TRUE,FALSE,FALSE,TRUE
27290603,12980440,0.907078417,0,0,0,Communication,FALSE,FALSE,,TRUE
27267695,-11341181,-0.293745433,0,0,0,Photography,FALSE,TRUE,FALSE,TRUE
27191425,27191425,0,413561.68,413561.68,0,Arcade,TRUE,TRUE,,TRUE
27171290,26513874,40.33043613,2242.41,2242.41,0,Tools,TRUE,TRUE,FALSE,TRUE
27127642,1666538,0.065454271,587211.92,-1091706.94,-0.650244015,Entertainment,TRUE,TRUE,FALSE,TRUE
26896929,7995042,0.422975865,12091493.34,8658133.85,2.521767346,Utilities,FALSE,,,TRUE
26816087,4047814,0.177783093,0,0,0,Productivity,FALSE,FALSE,FALSE,TRUE
26763889,6936087,0.349816233,0,0,0,Shopping,FALSE,TRUE,FALSE,TRUE
26540182,16254292,1.580251393,0,0,0,Casual,FALSE,TRUE,,TRUE
26411541,15812278,1.491828064,104314.57,100914.96,29.68427555,Casual,TRUE,TRUE,FALSE,TRUE
26411506,5281222,0.249936158,33524652.28,13502147.53,0.674348574,Action,TRUE,TRUE,FALSE,TRUE
26384932,9098094,0.526301803,0,0,0,Entertainment,FALSE,TRUE,FALSE,TRUE
26282663,11312937,0.755721047,0,0,0,Entertainment,FALSE,TRUE,FALSE,TRUE
26238306,25439439,31.84439838,355010.25,355010.25,0,Action,TRUE,FALSE,,TRUE
26209651,26157051,497.2823384,5976.53,5976.53,0,Puzzle,TRUE,TRUE,FALSE,TRUE
26159778,-19604053,-0.428374386,5314502.18,206854.94,0.040499065,Productivity,TRUE,TRUE,FALSE,TRUE
26140390,1847153,0.076035688,1165652.33,326300.78,0.388753413,Photography,TRUE,TRUE,FALSE,TRUE
25985792,3901609,0.176669837,0,-13.27,-1,Food & Drink,FALSE,,,TRUE
25967990,-5115202,-0.164564888,5104868.55,-260236.02,-0.048505302,Social,TRUE,TRUE,FALSE,TRUE
25934619,108664,0.00420755,2112564.21,-298217.41,-0.123701545,Action,TRUE,TRUE,FALSE,TRUE
25823916,22364570,6.464970546,0,0,0,Board,TRUE,TRUE,,TRUE
25809669,8595413,0.499319459,304766.34,76328.76,0.33413399,Arcade,TRUE,TRUE,FALSE,TRUE
25780031,19459990,3.079092367,58372375.15,55612775.54,20.15247985,Simulation,TRUE,TRUE,FALSE,TRUE
25779547,5349304,0.261832617,5814817.15,1563178.02,0.367664793,Action,TRUE,TRUE,FALSE,TRUE
25706184,-2921986,-0.10206681,0,0,0,Books & Reference,FALSE,FALSE,FALSE,TRUE
25594855,155972,0.006131244,1825887.41,-562870.77,-0.235633215,Word,TRUE,TRUE,,TRUE
25395556,3089986,0.138529793,0,0,0,Shopping,FALSE,FALSE,FALSE,TRUE
25380435,10173509,0.669004965,997278.16,288767.73,0.407570189,Music & Audio,TRUE,TRUE,FALSE,TRUE
25375880,-2395577,-0.0862604,181703458.8,12804021.73,0.075808552,Action,TRUE,FALSE,FALSE,TRUE
25352662,2278470,0.098745386,0,0,0,Productivity,FALSE,FALSE,FALSE,TRUE
25321806,-15433532,-0.378687376,15323863.34,9797467.84,1.772849562,Music & Audio,FALSE,TRUE,FALSE,TRUE
25299621,5661817,0.288312125,0,0,0,Arcade,FALSE,FALSE,FALSE,TRUE
25297613,4398262,0.210449693,0,0,0,Maps & Navigation,FALSE,FALSE,FALSE,TRUE
25146904,1033118,0.042843459,230638.52,1577.6,0.006887251,Entertainment,TRUE,TRUE,FALSE,TRUE
25115946,-6187363,-0.197658433,0,0,0,Utilities,FALSE,,,TRUE
25051390,25014480,677.7155242,25341164.8,25339440.62,14696.51696,Sports,TRUE,TRUE,,TRUE
25018104,-1459381,-0.05511781,76607.58,-3541.28,-0.044183785,Entertainment,TRUE,TRUE,FALSE,TRUE
25009195,11594366,0.864294729,3354991.92,1715491.49,1.046350131,Sports,TRUE,TRUE,FALSE,TRUE
24969323,4452668,0.217026996,0,0,0,Communication,FALSE,FALSE,FALSE,TRUE
24932743,-8823057,-0.261378993,3158376.18,-2288955.65,-0.42019758,Trivia,TRUE,TRUE,FALSE,TRUE
24874357,917912,0.038315869,56513.48,25955.95,0.849412567,Health & Fitness,FALSE,TRUE,FALSE,TRUE
24846673,24846673,0,837636.09,837636.09,0,Sports,TRUE,TRUE,,TRUE
24816399,10308468,0.710540187,1536.09,1472.33,23.09175031,Tools,TRUE,TRUE,FALSE,TRUE
24809648,-14919220,-0.375525927,17543.71,12120.57,2.234972728,Photography,FALSE,TRUE,FALSE,TRUE
24558017,-1209692,-0.046946044,134284.67,-9115.59,-0.063567458,Action,TRUE,TRUE,FALSE,TRUE
24541452,21423182,6.870213933,0,0,0,Finance,FALSE,FALSE,FALSE,TRUE
24525449,6213471,0.339311843,0,0,0,Music & Audio,FALSE,TRUE,FALSE,TRUE
24523262,9435136,0.625335181,217.58,-20.34,-0.085490921,Sports,FALSE,TRUE,,TRUE
24427875,-2009686,-0.076016316,2103689.61,-22533,-0.010597667,Puzzle,TRUE,TRUE,FALSE,TRUE
24380292,-25314600,-0.509400443,7334.72,-3416.38,-0.317770275,Photography,TRUE,TRUE,FALSE,TRUE
24307911,5714930,0.307370292,0,0,0,Music & Audio,FALSE,TRUE,FALSE,TRUE
24294825,18653167,3.306327147,0,0,0,News & Magazines,FALSE,TRUE,FALSE,TRUE
24151854,9317173,0.62806696,3696987.25,2072487.11,1.275769118,Entertainment,TRUE,TRUE,FALSE,TRUE
24125671,1547434,0.068536529,262297.23,262297.23,0,Tools,TRUE,TRUE,FALSE,TRUE
24069771,14332387,1.471892964,166121.37,105079.14,1.721417124,Action,TRUE,TRUE,FALSE,TRUE
24010451,-16643701,-0.409397323,4.8,4.8,0,Photography,FALSE,TRUE,FALSE,TRUE
23717952,-23067977,-0.493053734,0,0,0,Photography,FALSE,TRUE,FALSE,TRUE
23710935,9159700,0.629479216,0,0,0,Productivity,FALSE,FALSE,FALSE,TRUE
23618029,-16531547,-0.411748981,5919104.73,-598681.72,-0.091853534,Action,TRUE,TRUE,FALSE,TRUE
23568960,-20547304,-0.465753492,116361764.8,8043192.67,0.074254973,Strategy,TRUE,FALSE,FALSE,TRUE
23548181,7441961,0.462055094,204507.27,80517.59,0.649389449,Music & Audio,FALSE,TRUE,FALSE,TRUE
23472405,2868129,0.139200669,0,0,0,Music & Audio,FALSE,TRUE,FALSE,TRUE
23456705,23456705,0,6280387.56,6280387.56,0,Adventure,TRUE,FALSE,,TRUE
23443442,13074447,1.260917476,0,0,0,Business,FALSE,FALSE,FALSE,TRUE
23379055,-84341091,-0.782964878,0,0,0,Tools,FALSE,TRUE,FALSE,TRUE
23355855,5768319,0.327977666,0,0,0,Social,FALSE,FALSE,FALSE,TRUE
23270207,16951645,2.682832739,0,-2.24,-1,Communication,FALSE,FALSE,FALSE,TRUE
23259612,22925129,68.538996,30220898.76,29903524.65,94.22168888,Role Playing,TRUE,TRUE,FALSE,TRUE
23112613,-3999969,-0.147531836,0,0,0,Business,FALSE,TRUE,FALSE,TRUE
23025404,-2595941,-0.101319466,179184.78,6186.52,0.035760591,Puzzle,TRUE,TRUE,FALSE,TRUE
23010971,-13942576,-0.377300074,47808.07,13705.14,0.401875733,Entertainment,TRUE,TRUE,FALSE,TRUE
22958461,-8808487,-0.277284648,17319245.93,270566.74,0.015870246,Music & Audio,TRUE,TRUE,FALSE,TRUE
22784447,-53411287,-0.700974768,0,0,0,Tools,FALSE,TRUE,FALSE,TRUE
22750964,-12991666,-0.363478177,0,0,0,Photography,FALSE,TRUE,,TRUE
22693620,-24604284,-0.520198189,11741973.25,-15696421.81,-0.572060493,Adventure,TRUE,TRUE,FALSE,TRUE
22624043,-8284101,-0.268023243,236061.42,-199793.75,-0.458394815,Arcade,TRUE,TRUE,FALSE,TRUE
22564895,22564895,0,275590.04,275590.04,0,Sports,TRUE,TRUE,,TRUE
22514551,516604,0.023484192,28176457.64,17958315.74,1.757493282,Tools,TRUE,TRUE,FALSE,TRUE
22504601,-4699446,-0.172748047,0,0,0,Productivity,FALSE,TRUE,FALSE,TRUE
22461325,-29442718,-0.567252882,0,0,0,Tools,FALSE,TRUE,FALSE,TRUE
22432637,-11690589,-0.342599173,0,0,0,Video Players & Editors,FALSE,FALSE,FALSE,TRUE
22426149,-5222607,-0.188891211,73901.54,-2155.24,-0.02833725,Entertainment,TRUE,TRUE,FALSE,TRUE
22408028,22408028,0,7460616.54,7460616.54,0,Action,TRUE,TRUE,,TRUE
22338359,9517060,0.742285162,0,0,0,Simulation,FALSE,TRUE,FALSE,TRUE
22334692,8760137,0.645335114,0,0,0,Books & Reference,FALSE,FALSE,FALSE,TRUE
22265260,-12776455,-0.364607012,21376.68,12611.73,1.438882139,Photography,TRUE,TRUE,FALSE,TRUE
22067710,22067710,0,7321967.08,7321967.08,0,Board,TRUE,TRUE,,TRUE
22031652,206551,0.00946392,0,0,0,Tools,FALSE,FALSE,FALSE,TRUE
21972233,20958802,20.68103502,9762845,9717655.45,215.0420938,Action,TRUE,TRUE,,TRUE
21888445,-18872254,-0.463001236,17753.77,-3074.28,-0.147602872,Action,TRUE,TRUE,FALSE,TRUE
21879473,-2300206,-0.095129716,68639024,-6438277.85,-0.085755317,Strategy,TRUE,TRUE,FALSE,TRUE
21867050,-12909854,-0.371219186,35350.98,6836.63,0.239761033,Communication,FALSE,FALSE,FALSE,TRUE
21863545,14230194,1.86421324,0,0,0,Tools,FALSE,TRUE,,TRUE
21712501,-7907510,-0.266965127,0,0,0,Personalization,FALSE,FALSE,FALSE,TRUE
21656331,21560791,225.6729223,75077137.8,75032952.75,1698.152492,Sports,TRUE,TRUE,FALSE,TRUE
21621408,2424831,0.126315801,408104.62,7425.31,0.018531803,Arcade,TRUE,TRUE,FALSE,TRUE
21494400,42029,0.001959177,576247.22,288233.68,1.000764339,Racing,TRUE,TRUE,FALSE,TRUE
21434409,5148433,0.316126771,211244.01,-1143.45,-0.005383792,Action,TRUE,TRUE,FALSE,TRUE
21388527,21388527,0,10765688.61,10765688.61,0,Simulation,TRUE,FALSE,,TRUE
21359685,-6252757,-0.226447085,93021339.58,39897305.22,0.751021749,Puzzle,TRUE,TRUE,FALSE,TRUE
21356072,-17309772,-0.447676042,0,0,0,Travel,FALSE,,,TRUE
21216154,21216154,0,30729.63,30729.63,0,Arcade,TRUE,TRUE,,TRUE
21164059,-7616333,-0.26463618,38898.1,-5878.37,-0.131282569,Casual,TRUE,TRUE,FALSE,TRUE
21157446,-23790973,-0.52929499,154940.32,-328819.82,-0.679716646,Casual,TRUE,TRUE,FALSE,TRUE
21115515,21115515,0,0,0,0,Tools,TRUE,TRUE,FALSE,TRUE
21097428,1518379,0.077551213,642797.88,642797.88,0,Entertainment,TRUE,TRUE,FALSE,TRUE
21003692,21003692,0,0,0,0,Photography,FALSE,TRUE,,TRUE
20976514,-1041297,-0.047293394,0,0,0,Simulation,FALSE,TRUE,FALSE,TRUE
20848283,13238424,1.739641168,0,0,0,Photography,FALSE,TRUE,FALSE,TRUE
20845459,-9041258,-0.302517603,2346.36,2346.36,0,Adventure,TRUE,TRUE,FALSE,TRUE
20807211,20807211,0,267074.58,267074.58,0,Racing,TRUE,TRUE,FALSE,TRUE
20724336,-3626508,-0.148927405,646.79,-223.01,-0.256392274,Travel,FALSE,,,TRUE
20722606,2857656,0.159958802,63571044.72,29928563.08,0.889606284,Games,TRUE,,FALSE,TRUE
20649924,16852777,4.438273525,0,0,0,Health & Fitness,FALSE,FALSE,FALSE,TRUE
20645428,2473457,0.136113854,6999867.78,6458447.84,11.9287218,Productivity,TRUE,FALSE,FALSE,TRUE
20637535,12325119,1.482736066,0,0,0,Tools,FALSE,FALSE,,TRUE
20632048,1008959,0.05141693,3203444.34,2635031.83,4.635773815,Shopping,TRUE,FALSE,FALSE,TRUE
20602357,257843,0.012673834,503244.81,82270.3,0.195428222,Puzzle,FALSE,TRUE,FALSE,TRUE
20549453,8043349,0.643153855,230737.19,100388.79,0.77015744,Photography,TRUE,TRUE,FALSE,TRUE
20527020,-32614801,-0.61373134,0,0,0,Photography,FALSE,FALSE,FALSE,TRUE
20526262,7317906,0.554036097,9674.1,7517.6,3.486019012,Productivity,TRUE,TRUE,FALSE,TRUE
20517596,161366,0.007927106,29479058.01,15936918.33,1.176839016,Health & Fitness,TRUE,TRUE,FALSE,TRUE
20502531,-16239072,-0.441980498,773414.86,-272011.75,-0.260192105,Sports,TRUE,TRUE,FALSE,TRUE
20496053,2892901,0.164339943,1375370.08,364404.91,0.360452487,Action,TRUE,TRUE,FALSE,TRUE
20490063,20490063,0,2171302.58,2171302.58,0,Entertainment,TRUE,FALSE,,TRUE
20419634,529770,0.026635175,0,0,0,Shopping,FALSE,TRUE,FALSE,TRUE
20390121,19990983,50.08539152,38633.84,38052.21,65.42339632,Arcade,TRUE,TRUE,FALSE,TRUE
20359312,-3221412,-0.13661209,0,0,0,Tools,FALSE,TRUE,,TRUE
20348589,18262485,8.754350215,444272.36,-77686.71,-0.148836785,Music & Audio,TRUE,TRUE,FALSE,TRUE
20312334,20070635,83.0397933,0,0,0,Tools,FALSE,TRUE,,TRUE
20307864,2536480,0.142728332,847428.32,-225546.69,-0.210206843,Tools,TRUE,FALSE,FALSE,TRUE
20224109,19579159,30.35763858,0,0,0,Social,FALSE,TRUE,FALSE,TRUE
20193175,-9559658,-0.321302445,4214517.73,675823.36,0.190980992,Sports,TRUE,TRUE,FALSE,TRUE
20135132,-1670031,-0.076588788,2300.81,364.09,0.187993102,Utilities,FALSE,,,TRUE
20119400,5597418,0.385444494,0,0,0,Maps & Navigation,FALSE,FALSE,FALSE,TRUE
20118208,-12646385,-0.385977174,1715532.99,1464205.31,5.825881614,Tools,TRUE,TRUE,FALSE,TRUE
20098686,-5549991,-0.216385079,353.12,-24547.77,-0.985818981,Photography,TRUE,TRUE,FALSE,TRUE
20068089,-2952053,-0.128237828,75569.66,75569.66,0,Lifestyle,TRUE,,,TRUE
20022649,17506084,6.956340885,0,0,0,Shopping,FALSE,FALSE,,TRUE
20018663,20018663,0,119888.55,119888.55,0,Arcade,TRUE,TRUE,,TRUE
20013306,-9887343,-0.33067319,0,0,0,Entertainment,FALSE,FALSE,FALSE,TRUE
19970766,19970766,0,614217.78,614217.78,0,Action,TRUE,TRUE,,TRUE
19954479,15421112,3.40169062,0,0,0,Shopping,FALSE,FALSE,FALSE,TRUE
19818295,19818295,0,0,0,0,Social,FALSE,FALSE,,TRUE
19729777,13832816,2.345753347,31840.79,23461.34,2.79986634,Racing,TRUE,TRUE,FALSE,TRUE
19711367,443154,0.022999227,349718.89,236524.82,2.089551334,Business,TRUE,,,TRUE
19663278,3175014,0.192562055,0,0,0,Entertainment,FALSE,TRUE,FALSE,TRUE
19616804,4393453,0.288599599,0,0,0,Music & Audio,FALSE,TRUE,FALSE,TRUE
19604131,-5276593,-0.212075541,8158.77,-6689.77,-0.450533857,Arcade,TRUE,TRUE,,TRUE
19586109,19586109,0,0,0,0,Entertainment,FALSE,TRUE,,TRUE
19538311,-2453964,-0.111582999,8829645.92,635721.26,0.077584465,Action,TRUE,TRUE,FALSE,TRUE
19502892,8988114,0.854807776,3387286.49,2901730.74,5.976102106,Action,TRUE,TRUE,FALSE,TRUE
19429902,985210,0.053414283,0,0,0,Personalization,FALSE,TRUE,FALSE,TRUE
19425748,11819360,1.553872876,67723.84,54535.77,4.135235103,Sports,TRUE,TRUE,,TRUE
19404611,-845587,-0.041756974,0,0,0,Shopping,FALSE,TRUE,FALSE,TRUE
19374598,-10295918,-0.34700839,647802.88,-594712.2,-0.478635801,Action,TRUE,TRUE,FALSE,TRUE
19336665,3466957,0.218463818,8079590.28,1099644.13,0.157543354,Action,TRUE,TRUE,FALSE,TRUE
19298852,4635769,0.316152408,85937.37,28022.29,0.483851356,Productivity,TRUE,TRUE,FALSE,TRUE
19279800,-13947258,-0.419756031,0,0,0,Music & Audio,FALSE,TRUE,FALSE,TRUE
19252475,5943075,0.44653215,1406118.24,569499.47,0.680715626,Weather,TRUE,TRUE,FALSE,TRUE
19200773,-4254768,-0.181397138,102479.35,9266.99,0.099418039,Arcade,TRUE,TRUE,FALSE,TRUE
19184209,4541693,0.310171626,11714.07,5122.9,0.777236818,Travel & Local,TRUE,TRUE,FALSE,TRUE
19182017,18565331,30.10499833,817281.43,803792.93,59.59097972,Trivia,TRUE,TRUE,,TRUE
19171254,11118048,1.380574146,17690.94,10517.66,1.466227444,Music & Audio,TRUE,TRUE,FALSE,TRUE
19144962,-43614020,-0.694944669,518.51,518.51,0,Productivity,FALSE,TRUE,FALSE,TRUE
19126215,10570510,1.235492575,0,0,0,Tools,FALSE,FALSE,FALSE,TRUE
19085418,-74728778,-0.796561514,66955434.4,-49432050.61,-0.424719639,Puzzle,TRUE,FALSE,FALSE,TRUE
19025850,19025850,0,1723242.11,1723242.11,0,Role Playing,TRUE,TRUE,,TRUE
19023166,-1342933,-0.065939628,0,0,0,Health & Fitness,FALSE,FALSE,FALSE,TRUE
18898858,6848700,0.568349394,0,0,0,News & Magazines,FALSE,TRUE,FALSE,TRUE
18872291,-6911755,-0.268063243,27092623.86,14264404.8,1.111955193,Simulation,TRUE,TRUE,FALSE,TRUE
18823929,-26085713,-0.58084883,0,0,0,Arcade,FALSE,TRUE,FALSE,TRUE
18816321,8888093,0.895234578,0,0,0,News & Magazines,FALSE,TRUE,,TRUE
18808376,1699380,0.099326693,56062267.68,14241165.89,0.340525842,Entertainment,FALSE,TRUE,FALSE,TRUE
18749973,8465506,0.823135122,0,0,0,Tools,FALSE,TRUE,FALSE,TRUE
18724713,-19851104,-0.514599704,0,0,0,Tools,FALSE,TRUE,FALSE,TRUE
18717952,-25965290,-0.581096824,5389624.87,-1197672.26,-0.18181543,Action,TRUE,TRUE,FALSE,TRUE
18651949,-7022944,-0.273533526,464946.1,41186.6,0.097193337,Arcade,TRUE,TRUE,FALSE,TRUE
18575375,18575375,0,11875.27,11875.27,0,Arcade,TRUE,TRUE,,TRUE
18574099,-3699148,-0.16608032,239962.4,36137.69,0.177297885,Weather,TRUE,TRUE,FALSE,TRUE
18476647,18476647,0,42448.68,42448.68,0,Puzzle,TRUE,TRUE,,TRUE
18473892,17641509,21.19398042,0,0,0,Educational,FALSE,TRUE,,TRUE
18445608,8552115,0.864418158,0,0,0,Travel & Local,FALSE,FALSE,,TRUE
18427819,18427819,0,4029.02,4029.02,0,Simulation,TRUE,TRUE,FALSE,TRUE
18410471,-1686846,-0.08393389,65460.52,310.53,0.004766386,Racing,TRUE,TRUE,,TRUE
18352241,2227078,0.138111968,368493.78,30122.75,0.08902284,Racing,TRUE,TRUE,FALSE,TRUE
18340584,13612562,2.879124082,0,0,0,Casual,TRUE,FALSE,,TRUE
18338574,8697195,0.902069611,0,0,0,Health & Fitness,FALSE,TRUE,FALSE,TRUE
18306443,11491948,1.686397598,821108.42,344258.37,0.721942611,Video Players & Editors,TRUE,TRUE,FALSE,TRUE
18227669,-10680863,-0.369470958,276986963.1,-101690082.6,-0.268540393,Strategy,TRUE,FALSE,FALSE,TRUE
18191939,18191939,0,0,0,0,Tools,FALSE,TRUE,,TRUE
18166374,1904498,0.117114286,8459046.1,1829422.84,0.275946727,Lifestyle,TRUE,TRUE,FALSE,TRUE
18153382,5118899,0.392719757,1009624.91,-17525.12,-0.017061889,Racing,TRUE,TRUE,FALSE,TRUE
18118567,-38592232,-0.680509404,51482.48,-29860.77,-0.367095856,Arcade,TRUE,TRUE,FALSE,TRUE
18091878,-748960,-0.039751947,0,0,0,Travel & Local,FALSE,TRUE,FALSE,TRUE
18086407,11290332,1.661301854,14338.02,9195.34,1.788044366,Action,TRUE,TRUE,FALSE,TRUE
18078640,9387907,1.080220391,0,0,0,Tools,FALSE,TRUE,FALSE,TRUE
18070400,7174477,0.658455185,0,0,0,Video Players & Editors,FALSE,FALSE,FALSE,TRUE
17983289,1335627,0.080229104,0,0,0,Travel & Local,FALSE,TRUE,FALSE,TRUE
17954952,8550559,0.909209026,0,0,0,Shopping,FALSE,FALSE,,TRUE
17950323,-2990832,-0.142820776,1286810.78,-53361.61,-0.039816975,Simulation,TRUE,TRUE,FALSE,TRUE
17879447,-4855458,-0.213568431,51196310.59,1090845.59,0.02177099,Communication,TRUE,TRUE,FALSE,TRUE
17867170,17867170,0,0,0,0,Racing,FALSE,TRUE,,TRUE
17835777,-1889252,-0.095779428,227506.03,-41133.07,-0.153116467,Casual,TRUE,TRUE,FALSE,TRUE
17763705,1945861,0.123016828,2473.3,2473.3,0,Utilities,FALSE,,,TRUE
17761766,15635443,7.353277465,136.32,136.32,0,Tools,TRUE,TRUE,,TRUE
17756317,5586316,0.459023463,3616836.17,-7875990.43,-0.685296203,Adventure,TRUE,FALSE,FALSE,TRUE
17735529,3664282,0.260409188,0,0,0,Books & Reference,FALSE,FALSE,FALSE,TRUE
17731134,8971445,1.024173918,0,0,0,Maps & Navigation,FALSE,FALSE,FALSE,TRUE
17677486,8863626,1.005646334,0,0,0,Shopping,FALSE,FALSE,,TRUE
17641086,15843591,8.814261514,0,0,0,Personalization,FALSE,TRUE,FALSE,TRUE
17620229,17620229,0,0,0,0,Tools,FALSE,TRUE,,TRUE
17614815,1745519,0.109993474,17967.41,1738.55,0.107127056,Tools,TRUE,TRUE,FALSE,TRUE
17506549,-3102507,-0.150540956,711560.55,-132018.87,-0.156498448,Educational,FALSE,FALSE,FALSE,TRUE
17456618,17456618,0,68907.21,68907.21,0,Racing,TRUE,TRUE,,TRUE
17451320,17451320,0,4058130.85,4058130.85,0,Sports,TRUE,TRUE,,TRUE
17443378,-9616942,-0.355389072,180168802.7,28814938.29,0.190381253,Role Playing,TRUE,FALSE,FALSE,TRUE
17423637,10324475,1.45432306,0,0,0,Tools,FALSE,TRUE,,TRUE
17420496,6416922,0.583167069,0,0,0,Entertainment,FALSE,TRUE,FALSE,TRUE
17399342,2856624,0.196429856,42991.96,9773.16,0.294205691,Sports,TRUE,TRUE,,TRUE
17384371,-1558303,-0.082264151,12108587.67,1529919.01,0.14462302,Simulation,TRUE,TRUE,FALSE,TRUE
17328246,6164474,0.552185587,12536466.29,7887705.52,1.696732938,Casual,TRUE,TRUE,FALSE,TRUE
17310725,5742957,0.49646198,719621.26,52694.35,0.079010682,Action,TRUE,TRUE,,TRUE
17300722,2572982,0.174703111,0,0,0,Shopping,FALSE,FALSE,FALSE,TRUE
17289657,13894410,4.092311988,0,0,0,Strategy,FALSE,TRUE,,TRUE
17252908,5907112,0.520643241,3209.64,3089.16,25.64043825,Puzzle,TRUE,TRUE,FALSE,TRUE
17199399,1730430,0.111864598,0,0,0,Shopping,FALSE,,,TRUE
17191300,-4057076,-0.190935816,3588020.82,2870091.53,3.997735668,Photography,TRUE,TRUE,FALSE,TRUE
17166958,17166958,0,0,0,0,Social,FALSE,TRUE,,TRUE
17161011,6905226,0.673300581,0,0,0,Role Playing,FALSE,FALSE,FALSE,TRUE
17133943,-6312682,-0.269236276,198811.04,-156284.32,-0.440119296,Action,TRUE,TRUE,FALSE,TRUE
17121697,-4525931,-0.209072837,32494731.87,-3261742.16,-0.091221024,Action,TRUE,FALSE,FALSE,TRUE
17103260,10899280,1.756820622,56981.36,45455.82,3.943921066,Role Playing,TRUE,TRUE,FALSE,TRUE
17044669,12375486,2.650460691,0,0,0,Shopping,FALSE,FALSE,,TRUE
16912161,16912161,0,64247.18,64247.18,0,Arcade,TRUE,TRUE,,TRUE
16896850,5557638,0.490125593,829936.2,158381.06,0.235842227,Entertainment,TRUE,TRUE,,TRUE
16878378,-17898364,-0.514664772,0,0,0,Tools,FALSE,TRUE,,TRUE
16833212,6606073,0.645935584,698494.68,268707.51,0.625210636,Video Players & Editors,TRUE,TRUE,,TRUE
16820008,772121,0.048113562,0,0,0,Entertainment,FALSE,FALSE,FALSE,TRUE
16794887,3947362,0.307246882,2708560.95,2213223.13,4.468108512,Entertainment,FALSE,,,TRUE
