Downloads,Revenue,Category,In_App_Purchases,Ads,Free
14198878,47565.15,Racing,TRUE,TRUE,TRUE
10005893,45470.38,Racing,TRUE,TRUE,TRUE
11811599,44804.17,Arcade,TRUE,TRUE,TRUE
15051055,44350.15,House & Home,TRUE,TRUE,TRUE
15810859,44069.32,Racing,TRUE,TRUE,TRUE
12641809,43719.4,Music,TRUE,TRUE,TRUE
17399342,42991.96,Sports,TRUE,TRUE,TRUE
13148263,42990.4,Photography,TRUE,TRUE,TRUE
7861113,42642.1,Puzzle,TRUE,TRUE,TRUE
18476647,42448.68,Puzzle,TRUE,TRUE,TRUE
29946356,40759.04,Racing,TRUE,TRUE,TRUE
7589546,40427.52,Adventure,TRUE,TRUE,TRUE
9536501,40088.75,Puzzle,TRUE,TRUE,TRUE
9188702,39965.93,Weather,TRUE,TRUE,TRUE
8118011,38965.96,Racing,TRUE,TRUE,TRUE
21164059,38898.1,Casual,TRUE,TRUE,TRUE
20390121,38633.84,Arcade,TRUE,TRUE,TRUE
31710101,38613.07,Tools,TRUE,TRUE,TRUE
14749289,38299.23,Music & Audio,TRUE,TRUE,TRUE
46987349,36529.28,Music,TRUE,TRUE,TRUE
9292836,36357.36,Arcade,TRUE,TRUE,TRUE
12175758,35222.64,House & Home,TRUE,TRUE,TRUE
10308096,34666.95,Strategy,TRUE,TRUE,TRUE
43667937,34407.49,Tools,TRUE,TRUE,TRUE
9347816,33489.65,Social,TRUE,TRUE,TRUE
14671510,33245.98,Tools,TRUE,TRUE,TRUE
10593900,33170.59,Photography,TRUE,TRUE,TRUE
7956687,33021.89,Adventure,TRUE,TRUE,TRUE
9217531,32377.62,Photography,TRUE,TRUE,TRUE
8343707,31982.9,Arcade,TRUE,TRUE,TRUE
19729777,31840.79,Racing,TRUE,TRUE,TRUE
8057679,31658.64,Arcade,TRUE,TRUE,TRUE
21216154,30729.63,Arcade,TRUE,TRUE,TRUE
11592458,30596.5,Action,TRUE,TRUE,TRUE
8716645,29877.2,Simulation,TRUE,TRUE,TRUE
14212457,28530.74,Racing,TRUE,TRUE,TRUE
16387867,28117.65,Music & Audio,TRUE,TRUE,TRUE
7877102,27977.4,Sports,TRUE,TRUE,TRUE
10643430,27331.3,Arcade,TRUE,TRUE,TRUE
13024352,26641.12,Racing,TRUE,TRUE,TRUE
10771227,25461.12,Health & Fitness,TRUE,TRUE,TRUE
9860811,25081.06,Arcade,TRUE,TRUE,TRUE
13149138,24518.18,Entertainment,TRUE,TRUE,TRUE
13475750,24458.02,Tools,TRUE,TRUE,TRUE
8078354,24236.22,Health & Fitness,TRUE,TRUE,TRUE
8554534,23530.23,Arcade,TRUE,TRUE,TRUE
32978201,23410.72,Simulation,TRUE,TRUE,TRUE
8352291,23086.31,Arcade,TRUE,TRUE,TRUE
15971326,22710.14,Action,TRUE,TRUE,TRUE
12932266,22364.37,Role Playing,TRUE,TRUE,TRUE
7516368,22300.55,Music,TRUE,TRUE,TRUE
10308052,22108.97,Racing,TRUE,TRUE,TRUE
10585417,21893.51,Casual,TRUE,TRUE,TRUE
8885990,21598.15,Action,TRUE,TRUE,TRUE
22265260,21376.68,Photography,TRUE,TRUE,TRUE
7845824,20820.22,Puzzle,TRUE,TRUE,TRUE
8017854,20341.96,Racing,TRUE,TRUE,TRUE
8865321,20177.09,Arcade,TRUE,TRUE,TRUE
8583559,20086.86,Music & Audio,TRUE,TRUE,TRUE
10011476,20059.68,Music & Audio,TRUE,TRUE,TRUE
8867762,19731.83,Puzzle,TRUE,TRUE,TRUE
13047127,18735.92,Puzzle,TRUE,TRUE,TRUE
10211457,18664.41,Action,TRUE,TRUE,TRUE
17614815,17967.41,Tools,TRUE,TRUE,TRUE
7527512,17931.97,Arcade,TRUE,TRUE,TRUE
8496593,17771.76,Puzzle,TRUE,TRUE,TRUE
21888445,17753.77,Action,TRUE,TRUE,TRUE
19171254,17690.94,Music & Audio,TRUE,TRUE,TRUE
70089484,17432.32,Board,TRUE,TRUE,TRUE
13499835,17220.95,Entertainment,TRUE,TRUE,TRUE
42059577,17048.71,Entertainment,TRUE,TRUE,TRUE
10144753,15967.33,Photography,TRUE,TRUE,TRUE
10991715,15883.67,Lifestyle,TRUE,TRUE,TRUE
8289304,14898.08,Entertainment,TRUE,TRUE,TRUE
8649144,14559.76,Arcade,TRUE,TRUE,TRUE
18086407,14338.02,Action,TRUE,TRUE,TRUE
9843585,14109.53,Music & Audio,TRUE,TRUE,TRUE
8593467,13480.45,Arcade,TRUE,TRUE,TRUE
9323395,13391.48,Simulation,TRUE,TRUE,TRUE
8086760,13390.36,Arcade,TRUE,TRUE,TRUE
7600743,13361.65,Photography,TRUE,TRUE,TRUE
13369706,13127.88,Photography,TRUE,TRUE,TRUE
11208006,13108.47,Video Players & Editors,TRUE,TRUE,TRUE
9534649,12707.96,Music & Audio,TRUE,TRUE,TRUE
9220196,12167.89,Puzzle,TRUE,TRUE,TRUE
18575375,11875.27,Arcade,TRUE,TRUE,TRUE
19184209,11714.07,Travel & Local,TRUE,TRUE,TRUE
7369565,11423.87,Tools,TRUE,TRUE,TRUE
7885197,10720.65,Racing,TRUE,TRUE,TRUE
14410087,10652.47,Sports,TRUE,TRUE,TRUE
10955493,10080.21,Racing,TRUE,TRUE,TRUE
7322484,9998.48,Tools,TRUE,TRUE,TRUE
7520988,9807.45,Tools,TRUE,TRUE,TRUE
20526262,9674.1,Productivity,TRUE,TRUE,TRUE
151229935,8839.08,Communication,TRUE,TRUE,TRUE
10403823,8387.06,Puzzle,TRUE,TRUE,TRUE
15665755,8251.24,Sports,TRUE,TRUE,TRUE
19604131,8158.77,Arcade,TRUE,TRUE,TRUE
14276556,7855.97,Tools,TRUE,TRUE,TRUE
8192758,7765.52,Communication,TRUE,TRUE,TRUE
7304099,7649.1,Arcade,TRUE,TRUE,TRUE
10132259,7428.08,Educational,TRUE,TRUE,TRUE
24380292,7334.72,Photography,TRUE,TRUE,TRUE
9933410,7245.94,Action,TRUE,TRUE,TRUE
10633173,7164.53,Sports,TRUE,TRUE,TRUE
13228395,7068.99,Photography,TRUE,TRUE,TRUE
11840371,6772.98,Action,TRUE,TRUE,TRUE
9697327,6765.7,Action,TRUE,TRUE,TRUE
7895280,6092.8,Puzzle,TRUE,TRUE,TRUE
49274861,6081.57,Photography,TRUE,TRUE,TRUE
26209651,5976.53,Puzzle,TRUE,TRUE,TRUE
9428153,5526.37,Arcade,TRUE,TRUE,TRUE
13648917,5249.43,Casual,TRUE,TRUE,TRUE
10852692,5084.36,Photography,TRUE,TRUE,TRUE
44031598,4986.62,Productivity,TRUE,TRUE,TRUE
7332219,4521.27,Arcade,TRUE,TRUE,TRUE
18427819,4029.02,Simulation,TRUE,TRUE,TRUE
12703928,3932.6,Simulation,TRUE,TRUE,TRUE
7366012,3862.53,Racing,TRUE,TRUE,TRUE
9123574,3770.1,Music & Audio,TRUE,TRUE,TRUE
10014406,3422.63,Adventure,TRUE,TRUE,TRUE
8014976,3323.86,Tools,TRUE,TRUE,TRUE
17252908,3209.64,Puzzle,TRUE,TRUE,TRUE
7873713,3151.43,Simulation,TRUE,TRUE,TRUE
10613549,3073.28,Photography,TRUE,TRUE,TRUE
9339133,2881.77,Personalization,TRUE,TRUE,TRUE
8981025,2845.34,Sports,TRUE,TRUE,TRUE
11714554,2566.28,Education,TRUE,TRUE,TRUE
10827189,2525.08,Action,TRUE,TRUE,TRUE
20845459,2346.36,Adventure,TRUE,TRUE,TRUE
10992348,2326.17,Tools,TRUE,TRUE,TRUE
10400601,2305.6,Arcade,TRUE,TRUE,TRUE
11947388,2295.88,Racing,TRUE,TRUE,TRUE
64961762,2268.56,Photography,TRUE,TRUE,TRUE
27171290,2242.41,Tools,TRUE,TRUE,TRUE
12357657,2076.26,Action,TRUE,TRUE,TRUE
14268141,1989.34,Action,TRUE,TRUE,TRUE
7363038,1988.79,Casual,TRUE,TRUE,TRUE
38696058,1973.42,Photography,TRUE,TRUE,TRUE
7591534,1966.58,Casual,TRUE,TRUE,TRUE
8252437,1896.62,Action,TRUE,TRUE,TRUE
10689579,1576.58,Casual,TRUE,TRUE,TRUE
24816399,1536.09,Tools,TRUE,TRUE,TRUE
8917559,1496.49,Sports,TRUE,TRUE,TRUE
27493220,1301.48,Music & Audio,TRUE,TRUE,TRUE
7348655,1217.88,Sports,TRUE,TRUE,TRUE
8281356,1081.12,Simulation,TRUE,TRUE,TRUE
8684538,1068.86,Sports,TRUE,TRUE,TRUE
7504646,1012.62,Action,TRUE,TRUE,TRUE
15624267,915.85,Photography,TRUE,TRUE,TRUE
14487698,908.91,Puzzle,TRUE,TRUE,TRUE
8025879,785.84,Photography,TRUE,TRUE,TRUE
10481640,781.42,Arcade,TRUE,TRUE,TRUE
14537413,749.73,Casual,TRUE,TRUE,TRUE
10986050,636.33,Tools,TRUE,TRUE,TRUE
7349748,514.13,Racing,TRUE,TRUE,TRUE
56921989,509.65,Personalization,TRUE,TRUE,TRUE
9661891,474.55,Board,TRUE,TRUE,TRUE
8264462,400.22,Personalization,TRUE,TRUE,TRUE
10134084,397.98,Shopping,TRUE,TRUE,TRUE
8215875,379.75,Simulation,TRUE,TRUE,TRUE
20098686,353.12,Photography,TRUE,TRUE,TRUE
17761766,136.32,Tools,TRUE,TRUE,TRUE
10828144,120.47,Tools,TRUE,TRUE,TRUE
9455997,102.11,Entertainment,TRUE,TRUE,TRUE
11760699,51.81,Maps & Navigation,TRUE,TRUE,TRUE
46964577,0,Productivity,TRUE,TRUE,TRUE
46091318,0,Personalization,TRUE,TRUE,TRUE
25823916,0,Board,TRUE,TRUE,TRUE
21115515,0,Tools,TRUE,TRUE,TRUE
11698620,0,Board,TRUE,TRUE,TRUE
11552066,0,Puzzle,TRUE,TRUE,TRUE
11064219,0,Board,TRUE,TRUE,TRUE
10889746,0,Music & Audio,TRUE,TRUE,TRUE
10538944,0,Adventure,TRUE,TRUE,TRUE
10404921,0,Sports,TRUE,TRUE,TRUE
10136993,0,Food & Drink,TRUE,TRUE,TRUE
10012022,0,Tools,TRUE,TRUE,TRUE
9772764,0,Health & Fitness,TRUE,TRUE,TRUE
9624200,0,Music & Audio,TRUE,TRUE,TRUE
8850677,0,Health & Fitness,TRUE,TRUE,TRUE
8813175,0,Personalization,TRUE,TRUE,TRUE
8646595,0,Music & Audio,TRUE,TRUE,TRUE
8494422,0,Casual,TRUE,TRUE,TRUE
8284775,0,Productivity,TRUE,TRUE,TRUE
7967635,0,Simulation,TRUE,TRUE,TRUE
7326234,0,Simulation,TRUE,TRUE,TRUE
7281799,0,Video Players & Editors,TRUE,TRUE,TRUE
72846531,90989322.87,Social Networking,TRUE,TRUE,TRUE
15035069,84500959.51,Games,TRUE,TRUE,TRUE
11194755,81070490.34,Social Networking,TRUE,TRUE,TRUE
20722606,63571044.72,Games,TRUE,TRUE,TRUE
55048070,46608372.92,Entertainment,TRUE,TRUE,TRUE
32764177,28686943.86,Entertainment,TRUE,TRUE,TRUE
13416085,27286672.49,Games,TRUE,TRUE,TRUE
36461095,25971944.99,Music,TRUE,TRUE,TRUE
14686632,22697199.73,Books,TRUE,TRUE,TRUE
9503394,20327075.77,Games,TRUE,TRUE,TRUE
31033206,19337343.61,Productivity,TRUE,TRUE,TRUE
38934790,14175263.34,Music,TRUE,TRUE,TRUE
13010321,12635400.11,Social Networking,TRUE,TRUE,TRUE
16109055,10093824.68,Entertainment,TRUE,TRUE,TRUE
9514687,9556042.41,Social Networking,TRUE,TRUE,TRUE
12443656,7127594.52,Entertainment,TRUE,TRUE,TRUE
10302400,5621657.02,Entertainment,TRUE,TRUE,TRUE
7866896,4417806.14,Entertainment,TRUE,TRUE,TRUE
10600287,3673548.62,Productivity,TRUE,TRUE,TRUE
10717485,3179231.36,Photo & Video,TRUE,TRUE,TRUE
14940106,3148449.45,Photo & Video,TRUE,TRUE,TRUE
12075552,2622804.44,Photo & Video,TRUE,TRUE,TRUE
9676577,2312411.93,Music,TRUE,TRUE,TRUE
10400602,2162158.31,Entertainment,TRUE,TRUE,TRUE
7821951,1960419.27,Business,TRUE,TRUE,TRUE
8068176,1818038.03,Entertainment,TRUE,TRUE,TRUE
8351059,1799477.05,Entertainment,TRUE,TRUE,TRUE
9625623,1419707.69,Social Networking,TRUE,TRUE,TRUE
8449812,1292872.2,Productivity,TRUE,TRUE,TRUE
10048218,1253061.34,Entertainment,TRUE,TRUE,TRUE
8925925,695738.33,Education,TRUE,TRUE,TRUE
8900854,438794.55,Utilities,TRUE,TRUE,TRUE
19711367,349718.89,Business,TRUE,TRUE,TRUE
20068089,75569.66,Lifestyle,TRUE,TRUE,TRUE
7692688,57025.93,Photo & Video,TRUE,TRUE,TRUE
12526792,49543.9,Social Networking,TRUE,TRUE,TRUE
10253304,26643.72,Education,TRUE,TRUE,TRUE
7904504,18536.21,Utilities,TRUE,TRUE,TRUE
9339903,10417.31,Photo & Video,TRUE,TRUE,TRUE
11193094,3372.14,Health & Fitness,TRUE,TRUE,TRUE
8772478,0,Entertainment,TRUE,TRUE,TRUE
7570297,0,Food & Drink,TRUE,TRUE,TRUE
7354063,0,Entertainment,TRUE,TRUE,TRUE
132844295,673559532.4,Strategy,TRUE,FALSE,TRUE
124568274,593016137.4,Casual,TRUE,FALSE,TRUE
12563104,583125932,Role Playing,TRUE,FALSE,TRUE
107862227,526973355.3,Strategy,TRUE,FALSE,TRUE
15927169,418960545.1,Strategy,TRUE,FALSE,TRUE
79952699,413127626.3,Adventure,TRUE,FALSE,TRUE
28617863,389580895.2,Strategy,TRUE,FALSE,TRUE
147455902,336885572.2,Entertainment,TRUE,FALSE,TRUE
51228698,317857475.3,Casual,TRUE,FALSE,TRUE
18227669,276986963.1,Strategy,TRUE,FALSE,TRUE
49259155,257397077.3,Strategy,TRUE,FALSE,TRUE
9862794,220515685.3,Casino,TRUE,FALSE,TRUE
8825058,215466239.8,Puzzle,TRUE,FALSE,TRUE
16659104,205695099.2,Strategy,TRUE,FALSE,TRUE
25375880,181703458.8,Action,TRUE,FALSE,TRUE
17443378,180168802.7,Role Playing,TRUE,FALSE,TRUE
12526935,173627915.2,Simulation,TRUE,FALSE,TRUE
11961600,126353379.6,Role Playing,TRUE,FALSE,TRUE
47383006,121179991.2,Puzzle,TRUE,FALSE,TRUE
23568960,116361764.8,Strategy,TRUE,FALSE,TRUE
49170207,106350672.5,Productivity,TRUE,FALSE,TRUE
28655068,97328515.85,Strategy,TRUE,FALSE,TRUE
52435144,76454514.91,Puzzle,TRUE,FALSE,TRUE
7434706,73256962.38,Strategy,TRUE,FALSE,TRUE
31366142,71121209.83,Casual,TRUE,FALSE,TRUE
19085418,66955434.4,Puzzle,TRUE,FALSE,TRUE
13861998,58582078.49,Card,TRUE,FALSE,TRUE
15722474,57745760.79,Role Playing,TRUE,FALSE,TRUE
15196386,56812611.4,Strategy,TRUE,FALSE,TRUE
69153655,53350856.39,Social,TRUE,FALSE,TRUE
14616285,51835475.16,Strategy,TRUE,FALSE,TRUE
14645950,51004869.24,Adventure,TRUE,FALSE,TRUE
10345874,46948663.42,Role Playing,TRUE,FALSE,TRUE
73086898,46239932.23,Sports,TRUE,FALSE,TRUE
16119255,39425854.17,Casual,TRUE,FALSE,TRUE
9896123,34902790.95,Strategy,TRUE,FALSE,TRUE
8004138,33313087.69,Lifestyle,TRUE,FALSE,TRUE
43883243,32752267.73,Action,TRUE,FALSE,TRUE
17121697,32494731.87,Action,TRUE,FALSE,TRUE
15357904,29481672.98,Casual,TRUE,FALSE,TRUE
33643665,29052778.5,Racing,TRUE,FALSE,TRUE
39706738,26531453.33,Productivity,TRUE,FALSE,TRUE
8327497,25686426.91,Entertainment,TRUE,FALSE,TRUE
7647277,25375243.03,Health & Fitness,TRUE,FALSE,TRUE
10716329,23868535.84,Strategy,TRUE,FALSE,TRUE
43980162,21915642.72,Racing,TRUE,FALSE,TRUE
121821043,21882212.78,Action,TRUE,FALSE,TRUE
13134407,20431862.33,Education,TRUE,FALSE,TRUE
7581660,20402601.75,Casual,TRUE,FALSE,TRUE
27294733,20400946.27,Books & Reference,TRUE,FALSE,TRUE
8838346,20340219.53,Health & Fitness,TRUE,FALSE,TRUE
8145504,17319369.85,Action,TRUE,FALSE,TRUE
8389139,15262550.26,Casual,TRUE,FALSE,TRUE
9096171,14882653.5,Casual,TRUE,FALSE,TRUE
14704356,14580621.9,Puzzle,TRUE,FALSE,TRUE
93764875,13525131.94,Social,TRUE,FALSE,TRUE
12379086,13076366.66,Simulation,TRUE,FALSE,TRUE
13820513,12830037.46,Entertainment,TRUE,FALSE,TRUE
8086732,12642457.11,Role Playing,TRUE,FALSE,TRUE
35092836,12449993.16,Photography,TRUE,FALSE,TRUE
7939942,11526399.51,Health & Fitness,TRUE,FALSE,TRUE
14111151,11377260.63,Action,TRUE,FALSE,TRUE
10436879,10973709.23,Health & Fitness,TRUE,FALSE,TRUE
21388527,10765688.61,Simulation,TRUE,FALSE,TRUE
9636908,10759196.11,Casual,TRUE,FALSE,TRUE
7723670,9658774.84,Health & Fitness,TRUE,FALSE,TRUE
10039333,9470729.83,Productivity,TRUE,FALSE,TRUE
70951032,9330636.21,Productivity,TRUE,FALSE,TRUE
9445010,8455196.02,Entertainment,TRUE,FALSE,TRUE
12106440,8059313.67,Strategy,TRUE,FALSE,TRUE
8007773,7503526.3,Health & Fitness,TRUE,FALSE,TRUE
20645428,6999867.78,Productivity,TRUE,FALSE,TRUE
16457542,6724966.89,Lifestyle,TRUE,FALSE,TRUE
23456705,6280387.56,Adventure,TRUE,FALSE,TRUE
9728845,6125716.38,Strategy,TRUE,FALSE,TRUE
7498097,5929835.43,Books & Reference,TRUE,FALSE,TRUE
12133177,5616044.35,Strategy,TRUE,FALSE,TRUE
15629507,5227062.4,Action,TRUE,FALSE,TRUE
11817332,5069835.49,Education,TRUE,FALSE,TRUE
11410645,4944206.33,Action,TRUE,FALSE,TRUE
11003075,4192060.11,Social,TRUE,FALSE,TRUE
42340078,4181153.99,Productivity,TRUE,FALSE,TRUE
9909486,4163783.64,Music & Audio,TRUE,FALSE,TRUE
17756317,3616836.17,Adventure,TRUE,FALSE,TRUE
11698597,3578340.27,Action,TRUE,FALSE,TRUE
8597032,3384188.16,Strategy,TRUE,FALSE,TRUE
63040706,3353648.35,Productivity,TRUE,FALSE,TRUE
20632048,3203444.34,Shopping,TRUE,FALSE,TRUE
7404126,3130367.95,Social,TRUE,FALSE,TRUE
12513631,3035585.83,Maps & Navigation,TRUE,FALSE,TRUE
8952235,2814314.68,Action,TRUE,FALSE,TRUE
15419348,2775251.75,Sports,TRUE,FALSE,TRUE
8815286,2583768.7,Racing,TRUE,FALSE,TRUE
15110223,2550409.8,Tools,TRUE,FALSE,TRUE
20490063,2171302.58,Entertainment,TRUE,FALSE,TRUE
8374163,2102075.04,Photography,TRUE,FALSE,TRUE
30255844,1701829.58,Productivity,TRUE,FALSE,TRUE
31056574,1577946.43,Action,TRUE,FALSE,TRUE
40232012,1373023.13,Shopping,TRUE,FALSE,TRUE
7443411,1310576.83,Music,TRUE,FALSE,TRUE
33680346,1241390.6,Productivity,TRUE,FALSE,TRUE
7336680,1191396.64,Card,TRUE,FALSE,TRUE
9586434,891461.36,Social,TRUE,FALSE,TRUE
20307864,847428.32,Tools,TRUE,FALSE,TRUE
13771837,769477.65,Simulation,TRUE,FALSE,TRUE
15531201,754286.66,Social,TRUE,FALSE,TRUE
29284872,685133.8,Productivity,TRUE,FALSE,TRUE
111561644,633260.06,Communication,TRUE,FALSE,TRUE
30474489,597794.09,Arcade,TRUE,FALSE,TRUE
7828078,383602.17,Entertainment,TRUE,FALSE,TRUE
7509718,363705.39,Action,TRUE,FALSE,TRUE
26238306,355010.25,Action,TRUE,FALSE,TRUE
35397911,354534.98,Arcade,TRUE,FALSE,TRUE
7993538,302443.5,Arcade,TRUE,FALSE,TRUE
13001503,215095.33,Tools,TRUE,FALSE,TRUE
7461705,213037.11,Social,TRUE,FALSE,TRUE
8458158,180792.51,Arcade,TRUE,FALSE,TRUE
15975549,173245.66,Photography,TRUE,FALSE,TRUE
9446801,128500.45,Adventure,TRUE,FALSE,TRUE
11678500,128470.55,Strategy,TRUE,FALSE,TRUE
10446265,127879.43,Action,TRUE,FALSE,TRUE
9141178,111079.79,Entertainment,TRUE,FALSE,TRUE
10164534,109147.32,Tools,TRUE,FALSE,TRUE
11105903,105476.77,Productivity,TRUE,FALSE,TRUE
7355962,39782.11,Photography,TRUE,FALSE,TRUE
14247270,27853.59,Health & Fitness,TRUE,FALSE,TRUE
9009938,10636.03,Communication,TRUE,FALSE,TRUE
9298331,3095.1,Action,TRUE,FALSE,TRUE
39626887,2242.86,Photography,TRUE,FALSE,TRUE
137979331,1895.31,Entertainment,TRUE,FALSE,TRUE
8403090,1264.18,Communication,TRUE,FALSE,TRUE
8772013,9.48,Education,TRUE,FALSE,TRUE
8144335,9.17,Entertainment,TRUE,FALSE,TRUE
32981039,0,Communication,TRUE,FALSE,TRUE
18340584,0,Casual,TRUE,FALSE,TRUE
15850071,0,Video Players & Editors,TRUE,FALSE,TRUE
14274346,0,Action,TRUE,FALSE,TRUE
11307141,0,Social,TRUE,FALSE,TRUE
7715874,144.95,News,TRUE,FALSE,FALSE
193644369,89524007.62,Entertainment,FALSE,TRUE,TRUE
154024472,88784416.81,Music & Audio,FALSE,TRUE,TRUE
11135010,81589259.99,Board,FALSE,TRUE,TRUE
18808376,56062267.68,Entertainment,FALSE,TRUE,TRUE
31200767,41078771.14,Social,FALSE,TRUE,TRUE
65089652,27120853.92,Music & Audio,FALSE,TRUE,TRUE
86064787,23954760.97,Communication,FALSE,TRUE,TRUE
25321806,15323863.34,Music & Audio,FALSE,TRUE,TRUE
32442147,11822097.22,Social,FALSE,TRUE,TRUE
269873697,4919016.28,Communication,FALSE,TRUE,TRUE
54661279,4595263.2,Arcade,FALSE,TRUE,TRUE
37919355,2164668.37,Music & Audio,FALSE,TRUE,TRUE
47604137,1761385.15,Arcade,FALSE,TRUE,TRUE
13143378,1536487.08,Entertainment,FALSE,TRUE,TRUE
132790389,1290982.55,Entertainment,FALSE,TRUE,TRUE
7417074,995967.53,Shopping,FALSE,TRUE,TRUE
7560084,590437.7,Music & Audio,FALSE,TRUE,TRUE
20602357,503244.81,Puzzle,FALSE,TRUE,TRUE
81254177,485816.03,Photography,FALSE,TRUE,TRUE
7826543,344417.56,Casual,FALSE,TRUE,TRUE
74085431,339537.55,Music & Audio,FALSE,TRUE,TRUE
7555274,330939.43,Entertainment,FALSE,TRUE,TRUE
23548181,204507.27,Music & Audio,FALSE,TRUE,TRUE
35301017,149587.11,Tools,FALSE,TRUE,TRUE
24874357,56513.48,Health & Fitness,FALSE,TRUE,TRUE
8259053,52659.82,Social,FALSE,TRUE,TRUE
15864363,37207.21,Travel & Local,FALSE,TRUE,TRUE
7900113,36001.18,Racing,FALSE,TRUE,TRUE
9327634,29871.43,Social,FALSE,TRUE,TRUE
8867738,25632.32,Music & Audio,FALSE,TRUE,TRUE
12251427,25562.42,Photography,FALSE,TRUE,TRUE
11303161,25026.04,Arcade,FALSE,TRUE,TRUE
118829578,21294.93,News & Magazines,FALSE,TRUE,TRUE
10970065,20036.68,Sports,FALSE,TRUE,TRUE
12335583,19991.91,Music & Audio,FALSE,TRUE,TRUE
13944322,19012.81,Entertainment,FALSE,TRUE,TRUE
42973664,18446.44,Entertainment,FALSE,TRUE,TRUE
24809648,17543.71,Photography,FALSE,TRUE,TRUE
31468108,10566.46,Music & Audio,FALSE,TRUE,TRUE
38975000,10437,Photography,FALSE,TRUE,TRUE
8413216,8595.91,Casual,FALSE,TRUE,TRUE
11079047,7218.15,Communication,FALSE,TRUE,TRUE
7622747,6500.1,Communication,FALSE,TRUE,TRUE
31287232,5697.4,Tools,FALSE,TRUE,TRUE
10731518,5264.36,Tools,FALSE,TRUE,TRUE
8552488,2765.64,Educational,FALSE,TRUE,TRUE
12907696,2653.4,Travel & Local,FALSE,TRUE,TRUE
7846582,1443.52,News & Magazines,FALSE,TRUE,TRUE
10100081,1172.31,Casual,FALSE,TRUE,TRUE
122980497,970.42,Photography,FALSE,TRUE,TRUE
19144962,518.51,Productivity,FALSE,TRUE,TRUE
7638894,424.71,Educational,FALSE,TRUE,TRUE
24523262,217.58,Sports,FALSE,TRUE,TRUE
7912177,84.22,Action,FALSE,TRUE,TRUE
15738047,36.6,Photography,FALSE,TRUE,TRUE
750298558,15.37,Social,FALSE,TRUE,TRUE
10541278,15.16,Personalization,FALSE,TRUE,TRUE
24010451,4.8,Photography,FALSE,TRUE,TRUE
467443697,0,Social,FALSE,TRUE,TRUE
278450963,0,Tools,FALSE,TRUE,TRUE
128056603,0,Shopping,FALSE,TRUE,TRUE
127135183,0,Tools,FALSE,TRUE,TRUE
122965619,0,Social,FALSE,TRUE,TRUE
112349794,0,Video Players & Editors,FALSE,TRUE,TRUE
98186153,0,Travel & Local,FALSE,TRUE,TRUE
89866942,0,Productivity,FALSE,TRUE,TRUE
89557739,0,Maps & Navigation,FALSE,TRUE,TRUE
80759539,0,Communication,FALSE,TRUE,TRUE
76984894,0,Communication,FALSE,TRUE,TRUE
75182157,0,Personalization,FALSE,TRUE,TRUE
72782263,0,News & Magazines,FALSE,TRUE,TRUE
72321460,0,Shopping,FALSE,TRUE,TRUE
67864058,0,Productivity,FALSE,TRUE,TRUE
57929894,0,Tools,FALSE,TRUE,TRUE
56412480,0,Tools,FALSE,TRUE,TRUE
46222019,0,Tools,FALSE,TRUE,TRUE
45821325,0,Photography,FALSE,TRUE,TRUE
42791467,0,Tools,FALSE,TRUE,TRUE
41293451,0,Puzzle,FALSE,TRUE,TRUE
41166842,0,Shopping,FALSE,TRUE,TRUE
40297110,0,Arcade,FALSE,TRUE,TRUE
39548396,0,Communication,FALSE,TRUE,TRUE
39451651,0,Shopping,FALSE,TRUE,TRUE
39061686,0,Action,FALSE,TRUE,TRUE
36559701,0,Card,FALSE,TRUE,TRUE
36265336,0,Personalization,FALSE,TRUE,TRUE
35944258,0,Tools,FALSE,TRUE,TRUE
35153646,0,Shopping,FALSE,TRUE,TRUE
34623734,0,Tools,FALSE,TRUE,TRUE
34414127,0,Tools,FALSE,TRUE,TRUE
33265573,0,Music & Audio,FALSE,TRUE,TRUE
32539675,0,Entertainment,FALSE,TRUE,TRUE
32006296,0,Social,FALSE,TRUE,TRUE
30672263,0,Arcade,FALSE,TRUE,TRUE
28412993,0,Music & Audio,FALSE,TRUE,TRUE
27890176,0,Books & Reference,FALSE,TRUE,TRUE
27744227,0,Video Players & Editors,FALSE,TRUE,TRUE
27711053,0,Casual,FALSE,TRUE,TRUE
27698060,0,Video Players & Editors,FALSE,TRUE,TRUE
27267695,0,Photography,FALSE,TRUE,TRUE
26763889,0,Shopping,FALSE,TRUE,TRUE
26540182,0,Casual,FALSE,TRUE,TRUE
26384932,0,Entertainment,FALSE,TRUE,TRUE
26282663,0,Entertainment,FALSE,TRUE,TRUE
24525449,0,Music & Audio,FALSE,TRUE,TRUE
24307911,0,Music & Audio,FALSE,TRUE,TRUE
24294825,0,News & Magazines,FALSE,TRUE,TRUE
23717952,0,Photography,FALSE,TRUE,TRUE
23472405,0,Music & Audio,FALSE,TRUE,TRUE
23379055,0,Tools,FALSE,TRUE,TRUE
23112613,0,Business,FALSE,TRUE,TRUE
22784447,0,Tools,FALSE,TRUE,TRUE
22750964,0,Photography,FALSE,TRUE,TRUE
22504601,0,Productivity,FALSE,TRUE,TRUE
22461325,0,Tools,FALSE,TRUE,TRUE
22338359,0,Simulation,FALSE,TRUE,TRUE
21863545,0,Tools,FALSE,TRUE,TRUE
21003692,0,Photography,FALSE,TRUE,TRUE
20976514,0,Simulation,FALSE,TRUE,TRUE
